source,type,bp_length,phase,gene_id,gene_type,gene_name,level,havana_gene,tag
HAVANA,gene,4901,NA,ENSG00000114744.8,protein_coding,COMMD2,2,OTTHUMG00000159616.2,NA
HAVANA,gene,3635,NA,ENSG00000082996.19,protein_coding,RNF13,2,OTTHUMG00000150338.7,NA
HAVANA,gene,6544,NA,ENSG00000206199.10,protein_coding,ANKUB1,1,OTTHUMG00000159615.6,overlapping_locus
HAVANA,gene,3440,NA,ENSG00000070087.13,protein_coding,PFN2,1,OTTHUMG00000159683.3,overlapping_locus
HAVANA,gene,11676,NA,ENSG00000196428.12,protein_coding,TSC22D2,2,OTTHUMG00000159744.2,NA
HAVANA,gene,4131,NA,ENSG00000144895.11,protein_coding,EIF2A,1,OTTHUMG00000159775.3,NA
HAVANA,gene,5747,NA,ENSG00000120742.10,protein_coding,SERP1,1,OTTHUMG00000159769.2,NA
HAVANA,gene,4135,NA,ENSG00000198843.12,protein_coding,SELENOT,1,OTTHUMG00000159825.2,NA
HAVANA,gene,2075,NA,ENSG00000163645.14,protein_coding,ERICH6,2,OTTHUMG00000133569.4,NA
HAVANA,gene,2617,NA,ENSG00000181788.3,protein_coding,SIAH2,1,OTTHUMG00000159847.2,NA
HAVANA,gene,1686,NA,ENSG00000214237.10,protein_coding,MINDY4B,2,OTTHUMG00000159843.5,overlapping_locus
HAVANA,gene,1329,NA,ENSG00000260234.5,protein_coding,RP11-166N6.3,2,OTTHUMG00000175578.2,overlapping_locus
HAVANA,gene,3472,NA,ENSG00000163646.10,protein_coding,CLRN1,2,OTTHUMG00000140368.6,overlapping_locus
HAVANA,gene,1795,NA,ENSG00000174946.6,protein_coding,GPR171,2,OTTHUMG00000159861.3,NA
HAVANA,gene,2815,NA,ENSG00000174944.8,protein_coding,P2RY14,2,OTTHUMG00000159859.3,NA
HAVANA,gene,1698,NA,ENSG00000138271.5,protein_coding,GPR87,2,OTTHUMG00000159858.2,NA
HAVANA,gene,2764,NA,ENSG00000181631.6,protein_coding,P2RY13,2,OTTHUMG00000155745.1,NA
HAVANA,gene,1859,NA,ENSG00000169313.9,protein_coding,P2RY12,2,OTTHUMG00000159863.1,NA
HAVANA,gene,12619,NA,ENSG00000144893.12,protein_coding,MED12L,1,OTTHUMG00000159844.4,overlapping_locus
HAVANA,gene,11727,NA,ENSG00000152580.8,protein_coding,IGSF10,1,OTTHUMG00000159856.1,NA
HAVANA,gene,5071,NA,ENSG00000197953.5,protein_coding,AADACL2,2,OTTHUMG00000155914.4,NA
HAVANA,gene,1668,NA,ENSG00000114771.13,protein_coding,AADAC,2,OTTHUMG00000159876.2,NA
HAVANA,gene,4181,NA,ENSG00000198829.6,protein_coding,SUCNR1,2,OTTHUMG00000159880.3,NA
HAVANA,gene,9989,NA,ENSG00000152601.17,protein_coding,MBNL1,1,OTTHUMG00000159163.4,ncRNA_host
HAVANA,gene,6747,NA,ENSG00000169860.6,protein_coding,P2RY1,2,OTTHUMG00000159694.2,NA
HAVANA,gene,8351,NA,ENSG00000181467.4,protein_coding,RAP2B,2,OTTHUMG00000159655.2,NA
HAVANA,gene,5489,NA,ENSG00000114790.12,protein_coding,ARHGEF26,2,OTTHUMG00000159098.3,NA
HAVANA,gene,10562,NA,ENSG00000174953.13,protein_coding,DHX36,1,OTTHUMG00000159109.3,NA
HAVANA,gene,2323,NA,ENSG00000174948.5,protein_coding,GPR149,2,OTTHUMG00000159131.1,overlapping_locus
HAVANA,gene,9620,NA,ENSG00000196549.10,protein_coding,MME,1,OTTHUMG00000158455.4,NA
HAVANA,gene,873,NA,ENSG00000240045.1,protein_coding,RP11-451G4.2,1,OTTHUMG00000158471.2,NA
HAVANA,gene,7173,NA,ENSG00000114805.16,protein_coding,PLCH1,2,OTTHUMG00000158477.3,overlapping_locus
HAVANA,gene,2134,NA,ENSG00000174928.15,protein_coding,C3orf33,2,OTTHUMG00000158496.2,NA
HAVANA,gene,9627,NA,ENSG00000169359.13,protein_coding,SLC33A1,1,OTTHUMG00000158481.4,NA
HAVANA,gene,8885,NA,ENSG00000163655.15,protein_coding,GMPS,2,OTTHUMG00000158551.2,NA
HAVANA,gene,6852,NA,ENSG00000169282.17,protein_coding,KCNAB1,2,OTTHUMG00000158552.4,NA
HAVANA,gene,4627,NA,ENSG00000114850.6,protein_coding,SSR3,1,OTTHUMG00000158632.1,NA
HAVANA,gene,5048,NA,ENSG00000163659.12,protein_coding,TIPARP,2,OTTHUMG00000158646.2,NA
HAVANA,gene,5602,NA,ENSG00000197980.12,protein_coding,LEKR1,1,OTTHUMG00000160130.2,overlapping_locus
HAVANA,gene,8729,NA,ENSG00000163660.11,protein_coding,CCNL1,2,OTTHUMG00000158713.2,NA
HAVANA,gene,1940,NA,ENSG00000163661.3,protein_coding,PTX3,2,OTTHUMG00000158750.1,NA
HAVANA,gene,6554,NA,ENSG00000197415.11,protein_coding,VEPH1,1,OTTHUMG00000158711.5,NA
HAVANA,gene,3180,NA,ENSG00000174899.10,protein_coding,PQLC2L,1,OTTHUMG00000158748.1,NA
HAVANA,gene,5045,NA,ENSG00000168779.19,protein_coding,SHOX2,2,OTTHUMG00000158755.7,NA
HAVANA,gene,5117,NA,ENSG00000174891.12,protein_coding,RSRC1,1,OTTHUMG00000158758.12,overlapping_locus
HAVANA,gene,3569,NA,ENSG00000178053.17,protein_coding,MLF1,1,OTTHUMG00000158775.10,NA
HAVANA,gene,1504,NA,ENSG00000079257.7,protein_coding,LXN,2,OTTHUMG00000158807.1,NA
HAVANA,gene,9032,NA,ENSG00000168827.14,protein_coding,GFM1,1,OTTHUMG00000158804.4,NA
HAVANA,gene,2236,NA,ENSG00000118849.9,protein_coding,RARRES1,1,OTTHUMG00000158834.2,NA
HAVANA,gene,5288,NA,ENSG00000118855.18,protein_coding,MFSD1,1,OTTHUMG00000158835.8,overlapping_locus
HAVANA,gene,2923,NA,ENSG00000214216.10,protein_coding,IQCJ,1,OTTHUMG00000166440.1,overlapping_locus
HAVANA,gene,7645,NA,ENSG00000151967.18,protein_coding,SCHIP1,1,OTTHUMG00000158934.2,overlapping_locus
HAVANA,gene,4409,NA,ENSG00000283154.2,protein_coding,IQCJ-SCHIP1,2,OTTHUMG00000162426.3,overlapping_locus
HAVANA,gene,2040,NA,ENSG00000168811.6,protein_coding,IL12A,2,OTTHUMG00000158942.2,NA
HAVANA,gene,2718,NA,ENSG00000180044.5,protein_coding,C3orf80,2,OTTHUMG00000158950.3,NA
HAVANA,gene,7175,NA,ENSG00000068885.14,protein_coding,IFT80,1,OTTHUMG00000158953.8,overlapping_locus
HAVANA,gene,8457,NA,ENSG00000113810.15,protein_coding,SMC4,1,OTTHUMG00000159006.7,ncRNA_host
HAVANA,gene,3360,NA,ENSG00000248710.1,protein_coding,RP11-432B6.3,2,OTTHUMG00000162252.1,overlapping_locus
HAVANA,gene,7865,NA,ENSG00000213186.7,protein_coding,TRIM59,2,OTTHUMG00000159034.3,overlapping_locus
HAVANA,gene,9413,NA,ENSG00000186432.8,protein_coding,KPNA4,1,OTTHUMG00000159033.2,ncRNA_host
HAVANA,gene,1294,NA,ENSG00000179674.3,protein_coding,ARL14,2,OTTHUMG00000159031.1,retrogene
HAVANA,gene,12447,NA,ENSG00000163590.13,protein_coding,PPM1L,2,OTTHUMG00000159048.2,NA
HAVANA,gene,4183,NA,ENSG00000169255.13,protein_coding,B3GALNT1,1,OTTHUMG00000159064.2,NA
HAVANA,gene,4869,NA,ENSG00000169251.12,protein_coding,NMD3,2,OTTHUMG00000159063.5,NA
HAVANA,gene,3745,NA,ENSG00000196542.8,protein_coding,SPTSSB,2,OTTHUMG00000159073.1,NA
HAVANA,gene,1434,NA,ENSG00000182447.4,protein_coding,OTOL1,2,OTTHUMG00000159074.2,NA
HAVANA,gene,6138,NA,ENSG00000090402.7,protein_coding,SI,2,OTTHUMG00000158065.1,NA
HAVANA,gene,4892,NA,ENSG00000121871.3,protein_coding,SLITRK3,2,OTTHUMG00000158072.4,NA
HAVANA,gene,3082,NA,ENSG00000114200.9,protein_coding,BCHE,1,OTTHUMG00000158131.2,NA
HAVANA,gene,3972,NA,ENSG00000169064.12,protein_coding,ZBBX,1,OTTHUMG00000133560.6,NA
HAVANA,gene,2835,NA,ENSG00000114204.14,protein_coding,SERPINI2,1,OTTHUMG00000158231.2,overlapping_locus
HAVANA,gene,3891,NA,ENSG00000174776.10,protein_coding,WDR49,1,OTTHUMG00000158290.6,overlapping_locus
HAVANA,gene,3275,NA,ENSG00000114209.14,protein_coding,PDCD10,1,OTTHUMG00000158415.5,overlapping_locus
HAVANA,gene,2418,NA,ENSG00000163536.12,protein_coding,SERPINI1,2,OTTHUMG00000158450.11,NA
HAVANA,gene,4647,NA,ENSG00000173905.8,protein_coding,GOLIM4,1,OTTHUMG00000158554.2,NA
HAVANA,gene,9103,NA,ENSG00000085276.17,protein_coding,MECOM,1,OTTHUMG00000158596.7,overlapping_locus
HAVANA,gene,2005,NA,ENSG00000184378.2,protein_coding,ACTRT3,2,OTTHUMG00000184025.1,retrogene
HAVANA,gene,5730,NA,ENSG00000085274.15,protein_coding,MYNN,2,OTTHUMG00000184027.1,NA
HAVANA,gene,4851,NA,ENSG00000171757.15,protein_coding,LRRC34,1,OTTHUMG00000164419.3,NA
HAVANA,gene,1827,NA,ENSG00000188306.6,protein_coding,LRRIQ4,2,OTTHUMG00000164420.1,NA
HAVANA,gene,3113,NA,ENSG00000114248.9,protein_coding,LRRC31,1,OTTHUMG00000164421.1,NA
HAVANA,gene,2512,NA,ENSG00000187033.9,protein_coding,SAMD7,2,OTTHUMG00000158730.1,overlapping_locus
HAVANA,gene,7928,NA,ENSG00000008952.16,protein_coding,SEC62,1,OTTHUMG00000158753.4,NA
HAVANA,gene,4458,NA,ENSG00000173890.16,protein_coding,GPR160,1,OTTHUMG00000158776.4,overlapping_locus
HAVANA,gene,16919,NA,ENSG00000173889.15,protein_coding,PHC3,2,OTTHUMG00000158777.8,NA
HAVANA,gene,5841,NA,ENSG00000163558.12,protein_coding,PRKCI,2,OTTHUMG00000150214.4,ncRNA_host
HAVANA,gene,7782,NA,ENSG00000136603.13,protein_coding,SKIL,1,OTTHUMG00000158831.6,NA
HAVANA,gene,10459,NA,ENSG00000013293.5,protein_coding,SLC7A14,1,OTTHUMG00000158941.2,NA
HAVANA,gene,6032,NA,ENSG00000013297.10,protein_coding,CLDN11,1,OTTHUMG00000158940.3,overlapping_locus
HAVANA,gene,2326,NA,ENSG00000163584.17,protein_coding,RPL22L1,2,OTTHUMG00000158957.2,NA
HAVANA,gene,5593,NA,ENSG00000163577.7,protein_coding,EIF5A2,1,OTTHUMG00000158958.8,NA
HAVANA,gene,3417,NA,ENSG00000163581.13,protein_coding,SLC2A2,2,OTTHUMG00000158997.2,NA
HAVANA,gene,8523,NA,ENSG00000154310.16,protein_coding,TNIK,1,OTTHUMG00000159036.3,ncRNA_host
HAVANA,gene,12859,NA,ENSG00000075651.15,protein_coding,PLD1,1,OTTHUMG00000156947.7,NA
HAVANA,gene,2719,NA,ENSG00000186329.9,protein_coding,TMEM212,2,OTTHUMG00000156839.3,overlapping_locus
HAVANA,gene,13270,NA,ENSG00000075420.12,protein_coding,FNDC3B,2,OTTHUMG00000156761.5,ncRNA_host
HAVANA,gene,1246,NA,ENSG00000121853.3,protein_coding,GHSR,2,OTTHUMG00000156946.3,NA
HAVANA,gene,3473,NA,ENSG00000121858.10,protein_coding,TNFSF10,1,OTTHUMG00000156917.2,NA
HAVANA,gene,4808,NA,ENSG00000144959.9,protein_coding,NCEH1,1,OTTHUMG00000156872.6,NA
HAVANA,gene,5499,NA,ENSG00000114346.13,protein_coding,ECT2,1,OTTHUMG00000156762.6,NA
HAVANA,gene,2106,NA,ENSG00000144962.6,protein_coding,SPATA16,2,OTTHUMG00000156865.1,NA
HAVANA,gene,10148,NA,ENSG00000169760.17,protein_coding,NLGN1,1,OTTHUMG00000157005.6,overlapping_locus
HAVANA,gene,13592,NA,ENSG00000177694.15,protein_coding,"NAALADL2",2,OTTHUMG00000157120.6,ncRNA_host
HAVANA,gene,11603,NA,ENSG00000177565.16,protein_coding,TBL1XR1,2,OTTHUMG00000157140.27,ncRNA_host
HAVANA,gene,1391,NA,ENSG00000275163.1,protein_coding,RP11-385J1.3,2,OTTHUMG00000186539.1,overlapping_locus
HAVANA,gene,3542,NA,ENSG00000197584.11,protein_coding,KCNMB2,1,OTTHUMG00000157264.5,overlapping_locus
HAVANA,gene,9646,NA,ENSG00000172667.10,protein_coding,ZMAT3,2,OTTHUMG00000157290.4,NA
HAVANA,gene,9411,NA,ENSG00000121879.3,protein_coding,PIK3CA,1,OTTHUMG00000157311.3,NA
HAVANA,gene,8979,NA,ENSG00000171121.16,protein_coding,KCNMB3,2,OTTHUMG00000157337.4,overlapping_locus
HAVANA,gene,6859,NA,ENSG00000121864.9,protein_coding,ZNF639,2,OTTHUMG00000157439.5,NA
HAVANA,gene,5957,NA,ENSG00000171109.18,protein_coding,MFN1,1,OTTHUMG00000157385.6,NA
HAVANA,gene,7035,NA,ENSG00000114450.9,protein_coding,GNB4,1,OTTHUMG00000157440.3,NA
HAVANA,gene,3675,NA,ENSG00000136518.16,protein_coding,ACTL6A,2,OTTHUMG00000157782.8,NA
HAVANA,gene,1370,NA,ENSG00000136522.13,protein_coding,MRPL47,2,OTTHUMG00000157784.1,NA
HAVANA,gene,5871,NA,ENSG00000136521.12,protein_coding,NDUFB5,2,OTTHUMG00000157480.3,NA
HAVANA,gene,8440,NA,ENSG00000058056.8,protein_coding,USP13,2,OTTHUMG00000157783.6,NA
HAVANA,gene,10236,NA,ENSG00000114757.18,protein_coding,PEX5L,2,OTTHUMG00000157363.6,NA
HAVANA,gene,7783,NA,ENSG00000163728.10,protein_coding,TTC14,1,OTTHUMG00000157859.12,NA
HAVANA,gene,7695,NA,ENSG00000145075.11,protein_coding,CCDC39,2,OTTHUMG00000157857.5,overlapping_locus
HAVANA,gene,12054,NA,ENSG00000114416.17,protein_coding,FXR1,2,OTTHUMG00000158138.6,NA
HAVANA,gene,3586,NA,ENSG00000205981.6,protein_coding,DNAJC19,2,OTTHUMG00000158180.1,NA
HAVANA,gene,2513,NA,ENSG00000181449.3,protein_coding,SOX2,2,OTTHUMG00000158222.1,retrogene
HAVANA,gene,9196,NA,ENSG00000058063.15,protein_coding,ATP11B,1,OTTHUMG00000158295.3,NA
HAVANA,gene,8412,NA,ENSG00000043093.13,protein_coding,DCUN1D1,1,OTTHUMG00000158314.3,overlapping_locus
HAVANA,gene,4321,NA,ENSG00000078070.12,protein_coding,MCCC1,2,OTTHUMG00000158355.3,NA
HAVANA,gene,3816,NA,ENSG00000078081.7,protein_coding,LAMP3,1,OTTHUMG00000158387.3,NA
HAVANA,gene,8140,NA,ENSG00000176597.11,protein_coding,B3GNT5,1,OTTHUMG00000158436.2,NA
HAVANA,gene,20568,NA,ENSG00000053524.12,protein_coding,MCF2L2,2,OTTHUMG00000158388.3,ncRNA_host
HAVANA,gene,10546,NA,ENSG00000172578.11,protein_coding,KLHL6,2,OTTHUMG00000148673.2,NA
HAVANA,gene,8650,NA,ENSG00000114796.15,protein_coding,KLHL24,2,OTTHUMG00000156911.5,NA
HAVANA,gene,10212,NA,ENSG00000163872.15,protein_coding,YEATS2,1,OTTHUMG00000156898.2,NA
HAVANA,gene,2408,NA,ENSG00000180834.7,protein_coding,MAP6D1,1,OTTHUMG00000156900.1,overlapping_locus
HAVANA,gene,3058,NA,ENSG00000283765.1,protein_coding,RP11-449K6.5,2,OTTHUMG00000156890.3,overlapping_locus
HAVANA,gene,2268,NA,ENSG00000175193.13,protein_coding,PARL,1,OTTHUMG00000191959.1,overlapping_locus
HAVANA,gene,11441,NA,ENSG00000114770.16,protein_coding,ABCC5,1,OTTHUMG00000156871.2,NA
HAVANA,gene,2068,NA,ENSG00000186090.10,protein_coding,HTR3D,2,OTTHUMG00000156858.3,NA
HAVANA,gene,1697,NA,ENSG00000178084.1,protein_coding,HTR3C,2,OTTHUMG00000156862.1,NA
HAVANA,gene,2523,NA,ENSG00000186038.9,protein_coding,HTR3E,1,OTTHUMG00000156857.2,NA
HAVANA,gene,5702,NA,ENSG00000145191.12,protein_coding,EIF2B5,1,OTTHUMG00000156840.3,NA
HAVANA,gene,6090,NA,ENSG00000161202.17,protein_coding,DVL3,2,OTTHUMG00000156841.3,NA
HAVANA,gene,4756,NA,ENSG00000161203.13,protein_coding,AP2M1,2,OTTHUMG00000156822.19,NA
HAVANA,gene,5207,NA,ENSG00000161204.11,protein_coding,ABCF3,2,OTTHUMG00000156824.1,NA
HAVANA,gene,5730,NA,ENSG00000145198.14,protein_coding,VWA5B2,2,OTTHUMG00000156820.2,ncRNA_host
HAVANA,gene,3464,NA,ENSG00000214160.9,protein_coding,ALG3,1,OTTHUMG00000156823.3,NA
HAVANA,gene,1362,NA,ENSG00000163888.3,protein_coding,CAMK2N2,2,OTTHUMG00000156821.1,NA
HAVANA,gene,6552,NA,ENSG00000145194.17,protein_coding,ECE2,2,OTTHUMG00000150551.4,NA
HAVANA,gene,5453,NA,ENSG00000175166.16,protein_coding,PSMD2,1,OTTHUMG00000156796.4,NA
HAVANA,gene,8257,NA,ENSG00000114867.20,protein_coding,EIF4G1,1,OTTHUMG00000156784.21,ncRNA_host
HAVANA,gene,8925,NA,ENSG00000175182.14,protein_coding,FAM131A,1,OTTHUMG00000156206.20,NA
HAVANA,gene,8523,NA,ENSG00000114859.15,protein_coding,CLCN2,1,OTTHUMG00000156747.4,NA
HAVANA,gene,3146,NA,ENSG00000163882.9,protein_coding,POLR2H,1,OTTHUMG00000156746.2,NA
HAVANA,gene,1915,NA,ENSG00000090534.17,protein_coding,THPO,2,OTTHUMG00000156745.2,NA
HAVANA,gene,6620,NA,ENSG00000090539.15,protein_coding,CHRD,1,OTTHUMG00000141267.2,NA
HAVANA,gene,4532,NA,ENSG00000182580.2,protein_coding,EPHB3,2,OTTHUMG00000156710.1,NA
HAVANA,gene,1636,NA,ENSG00000177383.4,protein_coding,MAGEF1,2,OTTHUMG00000156712.1,retrogene
HAVANA,gene,10366,NA,ENSG00000156931.15,protein_coding,VPS8,1,OTTHUMG00000156707.10,NA
HAVANA,gene,5901,NA,ENSG00000187068.2,protein_coding,C3orf70,2,OTTHUMG00000156696.1,NA
HAVANA,gene,4700,NA,ENSG00000113790.10,protein_coding,EHHADH,1,OTTHUMG00000156698.1,overlapping_locus
HAVANA,gene,12623,NA,ENSG00000073803.13,protein_coding,MAP3K13,1,OTTHUMG00000156673.7,NA
HAVANA,gene,8668,NA,ENSG00000163900.10,protein_coding,TMEM41A,1,OTTHUMG00000156660.1,NA
HAVANA,gene,4122,NA,ENSG00000163898.9,protein_coding,LIPH,1,OTTHUMG00000156657.2,NA
HAVANA,gene,7169,NA,ENSG00000163904.12,protein_coding,SENP2,1,OTTHUMG00000156658.2,overlapping_locus
HAVANA,gene,4735,NA,ENSG00000073792.15,protein_coding,IGF2BP2,2,OTTHUMG00000074025.3,ncRNA_host
HAVANA,gene,11769,NA,ENSG00000136527.17,protein_coding,TRA2B,2,OTTHUMG00000156641.2,NA
HAVANA,gene,5802,NA,ENSG00000244405.7,protein_coding,ETV5,2,OTTHUMG00000156639.4,overlapping_locus
HAVANA,gene,10978,NA,ENSG00000058866.14,protein_coding,DGKG,2,OTTHUMG00000156617.5,overlapping_locus
HAVANA,gene,2151,NA,ENSG00000213139.7,protein_coding,CRYGS,2,OTTHUMG00000156615.1,overlapping_locus
HAVANA,gene,3405,NA,ENSG00000113838.12,protein_coding,TBCCD1,1,OTTHUMG00000156613.2,overlapping_locus
HAVANA,gene,5731,NA,ENSG00000090520.11,protein_coding,DNAJB11,2,OTTHUMG00000156614.2,overlapping_locus
HAVANA,gene,501,NA,ENSG00000283149.1,protein_coding,RP11-134F2.8,2,OTTHUMG00000191653.1,overlapping_locus
HAVANA,gene,2353,NA,ENSG00000145192.12,protein_coding,AHSG,1,OTTHUMG00000156605.1,NA
HAVANA,gene,2024,NA,ENSG00000090512.11,protein_coding,FETUB,1,OTTHUMG00000156586.2,NA
HAVANA,gene,5061,NA,ENSG00000113905.4,protein_coding,HRG,1,OTTHUMG00000156578.3,NA
HAVANA,gene,3740,NA,ENSG00000113889.11,protein_coding,KNG1,2,OTTHUMG00000150348.3,NA
HAVANA,gene,6133,NA,ENSG00000156976.16,protein_coding,EIF4A2,2,OTTHUMG00000156564.3,ncRNA_host
HAVANA,gene,2997,NA,ENSG00000163918.10,protein_coding,RFC4,2,OTTHUMG00000156515.8,NA
HAVANA,gene,4613,NA,ENSG00000181092.9,protein_coding,ADIPOQ,2,OTTHUMG00000156521.2,NA
HAVANA,gene,9151,NA,ENSG00000073849.14,protein_coding,ST6GAL1,1,OTTHUMG00000156500.3,NA
HAVANA,gene,1060,NA,ENSG00000163923.9,protein_coding,RPL39L,2,OTTHUMG00000156465.2,retrogene
HAVANA,gene,2217,NA,ENSG00000175077.5,protein_coding,RTP1,2,OTTHUMG00000149886.2,NA
HAVANA,gene,13161,NA,ENSG00000127241.16,protein_coding,MASP1,1,OTTHUMG00000156461.4,NA
HAVANA,gene,1554,NA,ENSG00000136514.2,protein_coding,RTP4,2,OTTHUMG00000156459.1,NA
HAVANA,gene,618,NA,ENSG00000157005.3,protein_coding,SST,2,OTTHUMG00000156462.1,NA
HAVANA,gene,1346,NA,ENSG00000198471.1,protein_coding,RTP2,2,OTTHUMG00000156458.1,NA
HAVANA,gene,5938,NA,ENSG00000113916.17,protein_coding,BCL6,1,OTTHUMG00000156441.3,NA
HAVANA,gene,1144,NA,ENSG00000223401.2,protein_coding,RP11-211G3.2,1,OTTHUMG00000156440.2,NA
HAVANA,gene,25535,NA,ENSG00000145012.13,protein_coding,LPP,1,OTTHUMG00000156387.5,overlapping_locus
HAVANA,gene,9535,NA,ENSG00000188001.9,protein_coding,TPRG1,1,OTTHUMG00000156321.5,NA
HAVANA,gene,7454,NA,ENSG00000073282.12,protein_coding,TP63,2,OTTHUMG00000156313.2,ncRNA_host
HAVANA,gene,5605,NA,ENSG00000090530.9,protein_coding,P3H2,2,OTTHUMG00000156312.5,overlapping_locus
HAVANA,gene,3663,NA,ENSG00000163347.5,protein_coding,CLDN1,2,OTTHUMG00000156214.2,NA
HAVANA,gene,3583,NA,ENSG00000113946.3,protein_coding,CLDN16,2,OTTHUMG00000156215.1,NA
HAVANA,gene,1448,NA,ENSG00000198398.2,protein_coding,TMEM207,2,OTTHUMG00000156213.1,NA
HAVANA,gene,11558,NA,ENSG00000196083.9,protein_coding,IL1RAP,1,OTTHUMG00000156211.3,overlapping_locus
HAVANA,gene,3804,NA,ENSG00000205835.8,protein_coding,GMNC,2,OTTHUMG00000156195.1,NA
HAVANA,gene,3219,NA,ENSG00000188729.6,protein_coding,OSTN,2,OTTHUMG00000156190.2,NA
HAVANA,gene,3850,NA,ENSG00000188958.9,protein_coding,UTS2B,2,OTTHUMG00000156192.2,NA
HAVANA,gene,9202,NA,ENSG00000152492.13,protein_coding,CCDC50,2,OTTHUMG00000156177.1,NA
HAVANA,gene,294,NA,ENSG00000253548.1,protein_coding,PYDC2,2,OTTHUMG00000156167.4,retrogene
HAVANA,gene,7355,NA,ENSG00000114279.13,protein_coding,FGF12,2,OTTHUMG00000156132.5,ncRNA_host
HAVANA,gene,3368,NA,ENSG00000180611.6,protein_coding,MB21D2,2,OTTHUMG00000155768.1,NA
HAVANA,gene,1169,NA,ENSG00000127252.5,protein_coding,HRASLS,2,OTTHUMG00000156104.2,NA
HAVANA,gene,6228,NA,ENSG00000187527.10,protein_coding,ATP13A5,2,OTTHUMG00000156101.2,NA
HAVANA,gene,6013,NA,ENSG00000127249.14,protein_coding,ATP13A4,2,OTTHUMG00000074067.6,overlapping_locus
HAVANA,gene,8448,NA,ENSG00000198836.8,protein_coding,OPA1,1,OTTHUMG00000149897.6,ncRNA_host
HAVANA,gene,2062,NA,ENSG00000114315.3,protein_coding,HES1,2,OTTHUMG00000155984.1,NA
HAVANA,gene,3028,NA,ENSG00000178772.6,protein_coding,CPN2,2,OTTHUMG00000156047.2,NA
HAVANA,gene,5940,NA,ENSG00000172061.8,protein_coding,LRRC15,2,OTTHUMG00000156048.2,NA
HAVANA,gene,3534,NA,ENSG00000178732.5,protein_coding,GP5,2,OTTHUMG00000150345.1,retrogene
HAVANA,gene,11864,NA,ENSG00000133657.14,protein_coding,ATP13A3,2,OTTHUMG00000156034.4,overlapping_locus
HAVANA,gene,4561,NA,ENSG00000145014.17,protein_coding,TMEM44,1,OTTHUMG00000156023.3,NA
HAVANA,gene,4818,NA,ENSG00000041802.10,protein_coding,LSG1,1,OTTHUMG00000156021.2,NA
HAVANA,gene,2494,NA,ENSG00000185112.5,protein_coding,FAM43A,2,OTTHUMG00000156016.1,NA
HAVANA,gene,5409,NA,ENSG00000173950.15,protein_coding,XXYLT1,1,OTTHUMG00000155915.3,ncRNA_host
HAVANA,gene,11139,NA,ENSG00000114331.13,protein_coding,ACAP2,1,OTTHUMG00000155885.7,overlapping_locus
HAVANA,gene,5126,NA,ENSG00000184203.7,protein_coding,PPP1R2,2,OTTHUMG00000155887.5,ncRNA_host
HAVANA,gene,2197,NA,ENSG00000189058.8,protein_coding,APOD,2,OTTHUMG00000155854.2,NA
HAVANA,gene,4249,NA,ENSG00000176945.16,protein_coding,MUC20,1,OTTHUMG00000155823.1,overlapping_locus
HAVANA,gene,21325,NA,ENSG00000145113.21,protein_coding,MUC4,1,OTTHUMG00000151827.6,NA
HAVANA,gene,11297,NA,ENSG00000061938.16,protein_coding,TNK2,1,OTTHUMG00000155737.7,ncRNA_host
HAVANA,gene,7887,NA,ENSG00000072274.12,protein_coding,TFRC,2,OTTHUMG00000155714.2,NA
HAVANA,gene,2432,NA,ENSG00000163958.13,protein_coding,ZDHHC19,2,OTTHUMG00000133642.3,NA
HAVANA,gene,5293,NA,ENSG00000163959.9,protein_coding,SLC51A,1,OTTHUMG00000155684.3,NA
HAVANA,gene,7978,NA,ENSG00000161217.11,protein_coding,PCYT1A,1,OTTHUMG00000155670.2,overlapping_locus
HAVANA,gene,708,NA,ENSG00000272741.1,protein_coding,RP11-447L10.1,2,OTTHUMG00000155672.1,overlapping_locus
HAVANA,gene,1246,NA,ENSG00000213123.10,protein_coding,TCTEX1D2,1,OTTHUMG00000186382.1,overlapping_locus
HAVANA,gene,964,NA,ENSG00000273331.1,protein_coding,TM4SF19-TCTEX1D2,2,OTTHUMG00000186464.1,overlapping_locus
HAVANA,gene,1899,NA,ENSG00000145107.15,protein_coding,TM4SF19,1,OTTHUMG00000155675.2,overlapping_locus
HAVANA,gene,11291,NA,ENSG00000163960.11,protein_coding,UBXN7,2,OTTHUMG00000155639.4,ncRNA_host
HAVANA,gene,5347,NA,ENSG00000163961.4,protein_coding,RNF168,2,OTTHUMG00000155582.1,NA
HAVANA,gene,1868,NA,ENSG00000214097.4,protein_coding,SMCO1,2,OTTHUMG00000155581.1,NA
HAVANA,gene,1797,NA,ENSG00000185798.7,protein_coding,WDR53,1,OTTHUMG00000155572.7,NA
HAVANA,gene,5976,NA,ENSG00000174013.7,protein_coding,FBXO45,2,OTTHUMG00000155571.2,NA
HAVANA,gene,2910,NA,ENSG00000174004.5,protein_coding,NRROS,2,OTTHUMG00000155569.1,overlapping_locus
HAVANA,gene,2201,NA,ENSG00000174007.7,protein_coding,CEP19,1,OTTHUMG00000153933.2,ncRNA_host
HAVANA,gene,4446,NA,ENSG00000163964.14,protein_coding,PIGX,2,OTTHUMG00000155535.3,overlapping_locus
HAVANA,gene,6270,NA,ENSG00000180370.10,protein_coding,PAK2,2,OTTHUMG00000155534.2,NA
